apple.com;https://tv.apple.com
hulu.com;https://www.hulu.com/hub/comedy-movies
disneyadvertising.com;https://insights.disneyadvertising.com/wp-content/uploads/2021/11/Generation_Stream_Scorecard_Full_Report.pdf
disneycareers.com;https://jobs.disneycareers.com/shipboard
investorroom.com;https://filecache.investorroom.com/mr5irasia_zhihu_en/193/download/Zhihu%20lnc.%20Third%20Quarter%202022%20Financial%20Results.pdf
amazon.com;https://www.amazon.com/gp/video/storefront/?ie=UTF8&pd_rd_w=SLGDg&content-id=amzn1.sym.bdc477ed-05db-4852-a6b9-774ab16b3ebb&pf_rd_p=bdc477ed-05db-4852-a6b9-774ab16b3ebb&pf_rd_r=Y8GWZ9DFBWW0TDN0Q47Z&pd_rd_wg=RP51i&pd_rd_r=10053101-20a0-4a52-9465-faf1daa6535e&ref_=pd_gw_unk
about.google;https://about.google/stories/all-stories/?topic=developers
aboutamazon.com;https://cdn-sellingpartners.aboutamazon.com/23/3c/d0a2548247319b59ceee6c62f482/sber2023-3.pdf
google.com;https://support.google.com/youtube/answer/2797370?hl=en
youtube.com;https://www.youtube.com/watch?v=cGo2HCCea_g&list=UUSHkRfArvrzheW2E7b6SVT7vQ
discord.com;https://discord.com/licenses
disneyplus.com;https://www.disneyplus.com/identity/login
max.com;https://www.max.com
microsoft.com;https://www.microsoft.com/de-de/useterms
wikipedia.org;https://es.wikipedia.org/wiki/Costa_Rica
instagram.com;https://help.instagram.com/270447560766967
meta.com;https://www.meta.com/en-gb/help/quest/172903867975450/
llama.com;https://www.llama.com/
xvideos2.com;https://www.xvideos2.com/rss/del.xml
